Tura,Symbol,Koszt,Oblozenie,Koszt w turze
30,m1,1.2*m1**1.05,153,236.106122191223
30,m2,1.2*m2**1.05,56,82.1823724566635
30,r1,1.78*r1**0.95,0,0
30,r2,0.195*r2**0.95,153,23.2001862093334
30,r3,1.83*r3**0.95,0,0
30,r4,0.145*r4**0.95,56,6.63967203292579
30,r5,0.705*r5**0.95,54,31.1862523551235
30,r6,0.895*r6**0.95,0,0
30,r7,2.85*r7**0.95,0,0
30,r8,0.01*r8**0.95,56,0.457908416063848
30,r9,1.685*r9**0.95,99,132.572467630758
30,r10,1.875*r10**0.95,0,0
30,r11,2.645*r11**0.95,0,0
30,r12,2.835*r12**0.95,0,0
